CARTR,BINOMIALR,MARSR,NNETR,SVMR,CARTC,NAIVEC,NNETC,SVMC,KNNC,Class
233,234,266,36,228,41,100,86,224,264,0
1,24,84,99,237,174,101,12,177,157,0
17,96,111,225,139,3,212,145,80,79,0
242,79,85,247,263,163,43,89,213,143,0
192,202,247,197,163,124,116,37,212,195,0
11,11,126,117,12,61,218,127,15,34,0
184,84,67,141,36,272,101,137,131,139,0
226,191,33,90,59,106,169,55,29,108,0
48,104,241,169,270,189,214,121,194,259,0
265,171,136,197,191,125,202,187,143,48,0
249,162,151,176,198,227,33,18,241,176,0
145,134,92,256,246,35,246,164,218,186,0
192,274,24,82,61,111,210,266,170,66,0
203,94,232,35,79,177,218,34,125,161,0
103,28,55,199,166,79,14,125,265,215,0
100,163,208,258,159,194,210,173,87,209,0
34,82,221,206,268,193,71,180,114,154,0
236,210,248,29,33,69,152,33,253,108,0
251,273,231,225,61,77,18,215,268,100,0
211,270,4,150,15,59,177,224,115,229,0
43,57,209,83,79,169,115,201,40,106,0
168,210,65,270,104,31,221,168,206,21,0
29,134,145,180,142,68,86,235,117,268,0
110,49,207,185,264,127,113,12,267,82,0
96,125,273,92,110,131,91,274,243,78,0
29,248,100,137,278,15,146,270,103,121,0
177,250,277,252,19,271,149,218,1,16,0
243,250,29,247,102,38,239,130,91,229,0
162,53,253,99,170,137,126,253,117,1,0
77,17,51,61,188,97,203,55,76,32,0
99,83,191,221,259,252,122,205,143,250,0
5,173,200,191,97,148,85,256,116,159,0
115,97,84,263,206,1,62,125,99,85,0
25,69,228,176,132,272,270,8,161,147,0
155,12,13,61,279,57,204,142,25,44,0
238,259,24,98,32,15,143,171,248,235,0
143,148,265,101,255,44,46,246,226,142,0
207,125,142,46,158,274,76,167,157,45,0
33,104,205,53,120,159,261,68,153,181,0
13,151,218,66,14,204,209,265,65,196,0
59,172,104,160,188,266,253,224,155,229,0
125,61,33,128,56,112,15,141,255,84,0
137,109,131,151,2,25,78,6,173,253,0
104,262,205,164,57,182,66,151,53,25,0
96,206,121,243,142,169,145,41,8,80,0
251,42,58,31,99,212,209,229,276,239,0
255,100,48,191,267,43,37,133,179,174,0
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
58,58,58,2,7,1,3,21,5,58,1
188,4,255,47,86,233,243,198,253,155,0
153,236,12,42,56,269,268,189,197,4,0
12,91,204,272,149,235,11,236,39,95,0
275,221,219,27,180,220,111,148,108,235,0
255,243,44,28,278,208,112,173,248,68,0
224,216,83,14,15,239,34,167,223,165,0
109,34,23,223,273,91,211,49,151,184,0
86,109,4,116,95,134,125,88,229,202,0
84,213,279,110,51,205,189,84,76,151,0
125,248,234,96,75,40,16,15,216,121,0
212,233,69,142,136,163,252,164,61,166,0
227,201,188,277,127,82,162,242,25,140,0
118,214,271,210,43,111,105,69,85,267,0
126,18,242,115,115,205,54,260,144,43,0
10,271,175,141,131,167,242,168,130,74,0
47,169,254,105,178,279,50,66,16,145,0
211,189,171,94,19,139,127,139,75,33,0
7,270,257,125,229,82,229,128,237,84,0
9,25,172,81,61,11,210,258,37,252,0
65,272,240,198,225,186,180,83,26,109,0
211,73,109,179,212,205,95,180,200,76,0
195,33,274,236,203,144,122,88,203,65,0
190,211,26,134,221,204,182,153,178,8,0
162,144,57,254,198,204,57,3,68,48,0
174,278,122,28,114,69,65,152,159,214,0
241,102,251,242,214,16,193,267,132,177,0
232,159,130,224,186,268,14,182,35,211,0
125,161,116,26,157,57,259,137,73,223,0
193,199,24,222,247,212,170,1,166,6,0
160,28,58,234,135,175,138,232,153,205,0
222,122,0,235,109,173,223,267,251,85,0
0,200,163,79,107,204,231,71,185,253,0
273,162,110,95,220,238,132,275,52,110,0
210,132,15,50,33,234,78,187,174,8,0
68,219,184,0,210,3,184,198,69,94,0
40,233,125,155,50,78,178,208,190,151,0
149,153,119,185,208,160,210,251,219,127,0
172,250,116,97,72,25,18,158,25,78,0
150,165,58,192,55,108,128,92,233,138,0
256,39,105,166,274,110,175,273,10,249,0
96,61,127,182,126,161,65,225,39,157,0
108,249,215,96,60,254,75,97,187,143,0
219,194,78,176,19,184,217,48,142,143,0
154,152,192,51,225,263,230,33,113,163,0
268,211,171,43,259,171,40,47,204,223,0
17,65,6,50,109,117,264,108,22,122,0
243,87,80,181,79,274,39,187,217,59,0
172,276,126,109,131,15,134,2,77,272,0
175,65,69,47,37,16,192,10,43,221,0
78,170,233,22,56,179,243,89,53,228,0
89,277,141,127,256,239,120,227,148,241,0
228,60,96,244,122,100,100,143,180,19,0
50,176,173,242,189,38,141,214,238,9,0
127,15,108,34,48,128,39,236,134,73,0
105,124,43,239,258,252,93,262,31,74,0
60,69,47,232,207,71,33,85,139,138,0
204,257,241,256,21,45,122,219,231,264,0
105,102,90,119,278,206,130,220,3,15,0
99,215,4,259,134,186,144,269,147,13,0
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
58,1,58,9,13,1,5,25,4,58,1
238,220,139,3,102,235,192,196,6,149,0
139,145,189,245,218,254,248,188,180,65,0
142,84,186,49,129,97,76,265,28,208,0
197,100,171,199,277,67,172,67,41,226,0
9,225,64,256,238,12,44,77,221,93,0
3,214,35,137,258,275,78,140,141,18,0
206,179,45,133,102,231,206,94,150,205,0
84,218,269,211,202,211,16,205,6,184,0
177,13,260,71,142,273,142,259,96,103,0
213,41,172,99,86,11,90,104,260,247,0
151,149,37,258,1,63,252,6,278,165,0
267,115,226,185,91,26,99,170,202,60,0
66,142,263,264,257,260,212,164,11,263,0
241,195,116,215,89,133,223,186,187,100,0
150,80,96,146,9,84,203,72,230,270,0
162,74,169,85,208,198,160,130,20,115,0
214,239,217,110,66,15,43,23,3,119,0
187,178,218,162,127,122,76,58,65,256,0
178,274,250,105,215,257,139,29,230,256,0
224,147,262,245,10,203,195,216,23,36,0
137,210,127,163,119,158,270,93,198,64,0
105,211,5,162,175,276,171,45,245,90,0
64,275,110,266,279,219,101,70,68,159,0
73,144,182,232,132,60,241,9,231,56,0
268,144,110,152,26,65,3,129,62,173,0
82,88,8,144,209,51,70,231,73,132,0
233,144,45,262,78,76,214,248,157,103,0
232,103,257,225,253,161,188,28,36,267,0
158,77,214,11,35,240,268,18,231,245,0
72,1,222,135,207,196,107,114,104,108,0
253,252,4,247,153,180,266,90,80,167,0
165,254,87,18,68,240,245,2,118,179,0
148,143,223,120,167,215,188,141,188,222,0
143,20,45,227,215,210,265,207,112,216,0
203,238,10,6,44,167,72,251,41,152,0
40,82,203,115,162,182,47,29,214,149,0
210,133,95,243,99,170,182,110,69,20,0
156,94,103,5,247,79,153,273,8,191,0
205,200,23,179,200,172,268,94,212,117,0
259,241,147,18,235,69,266,83,275,157,0
47,34,65,89,73,271,81,181,171,66,0
206,257,204,52,176,57,238,262,250,149,0
40,211,126,107,275,194,112,239,62,163,0
228,164,150,138,276,165,133,153,26,197,0
5,56,127,276,81,200,142,122,161,278,0
167,6,169,83,195,144,156,191,249,213,0
218,277,44,104,131,266,89,93,87,151,0
136,273,68,118,46,13,82,42,268,138,0
222,95,201,70,161,176,183,260,21,47,0
268,50,67,39,207,84,260,5,108,85,0
74,173,86,62,58,265,128,63,137,188,0
72,67,248,21,193,136,101,215,260,147,0
23,205,146,258,38,67,1,115,20,223,0
56,19,28,95,160,232,150,156,65,135,0
196,67,30,74,100,132,102,57,169,260,0
120,113,152,245,162,106,165,262,190,27,0
120,181,130,96,136,56,50,227,33,115,0
220,113,37,171,184,19,53,33,34,188,0
146,155,85,195,236,172,182,46,29,276,0
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
19,3,19,13,7,60,60,60,60,19,1
42,190,163,114,93,210,129,245,200,60,0
2,58,110,56,1,104,171,50,111,111,0
34,110,9,247,121,27,102,125,59,25,0
114,80,162,2,82,74,174,253,197,258,0
135,229,58,30,219,232,36,213,156,251,0
79,259,9,115,53,197,103,86,98,124,0
252,256,256,111,25,202,160,161,193,148,0
158,138,242,203,71,90,110,190,34,79,0
6,146,144,63,196,102,81,177,220,169,0
85,150,231,142,171,6,179,73,233,68,0
258,172,81,107,260,19,204,114,76,206,0
175,242,117,60,6,161,239,195,81,31,0
66,182,10,78,61,64,167,46,132,189,0
234,46,204,224,234,231,235,231,62,66,0
201,11,158,250,221,59,14,60,78,215,0
264,115,191,266,229,232,261,105,184,30,0
128,9,62,211,219,133,61,267,210,52,0
208,23,216,201,53,91,18,100,92,13,0
92,38,268,224,189,274,123,56,25,206,0
1,153,51,233,266,56,237,30,134,203,0
14,231,183,12,22,221,263,168,217,147,0
155,62,197,259,279,227,66,152,23,131,0
158,67,64,186,58,241,41,240,132,48,0
121,10,33,10,86,141,247,163,199,230,0
124,245,55,93,239,51,14,184,33,98,0
270,44,255,11,71,62,223,204,159,7,0
189,223,242,118,121,59,241,207,78,110,0
130,17,153,204,45,54,68,265,174,187,0
238,34,107,159,233,202,35,121,128,24,0
113,41,107,94,220,153,217,68,45,277,0
72,51,205,69,139,94,32,235,57,66,0
97,144,22,182,258,145,208,165,49,14,0
64,184,58,179,59,65,237,192,260,43,0
141,123,128,221,202,69,54,5,12,82,0
49,177,236,26,107,240,224,212,192,159,0
179,131,211,168,215,96,185,149,232,190,0
8,219,246,109,244,217,30,126,222,135,0
190,78,97,195,91,254,155,126,273,142,0
44,173,190,146,14,124,267,92,200,62,0
256,81,273,135,35,216,54,18,181,77,0
216,254,57,180,165,51,98,136,105,27,0
39,107,264,275,158,64,59,264,202,196,0
21,239,66,147,25,77,168,239,106,205,0
35,267,102,152,242,78,144,22,124,211,0
217,154,241,133,186,68,46,96,104,24,0
257,275,116,204,154,89,14,96,66,86,0
269,221,267,167,222,95,212,58,215,39,0
111,277,47,257,208,154,36,165,124,80,0
192,129,84,205,144,187,28,247,178,123,0
117,130,227,207,3,155,259,113,243,275,0
14,107,245,200,159,67,66,70,226,241,0
243,42,6,13,181,30,230,125,276,264,0
67,36,3,206,112,199,110,172,25,152,0
68,62,256,118,4,25,29,92,250,59,0
50,29,206,155,41,257,258,243,250,224,0
270,50,132,174,138,214,71,32,7,150,0
52,178,146,142,218,154,254,252,214,15,0
205,23,230,92,3,135,162,257,271,135,0
111,24,118,119,241,205,190,14,45,86,0
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
58,46,58,14,3,1,7,23,6,58,1
100,205,272,210,114,263,168,30,65,4,0
141,162,246,189,162,227,228,65,198,169,0
239,30,90,176,240,252,247,101,42,203,0
5,238,127,245,194,196,175,37,237,12,0
279,103,278,32,58,25,108,61,134,255,0
186,246,126,189,23,101,175,77,184,17,0
146,120,156,4,85,73,244,51,158,101,0
198,153,197,7,173,261,252,160,166,23,0
150,75,192,50,201,206,153,51,209,253,0
34,199,58,57,238,27,130,6,204,101,0
242,50,6,248,111,97,262,125,80,213,0
196,60,110,170,262,2,35,24,181,196,0
240,265,135,170,200,203,223,223,90,0,0
181,77,63,144,235,277,249,88,261,92,0
171,116,68,25,107,120,87,98,224,84,0
214,207,26,173,213,214,109,48,114,141,0
49,50,51,247,2,116,239,261,254,266,0
127,230,112,273,136,273,73,144,176,47,0
45,96,154,278,17,173,160,55,271,7,0
20,145,83,26,171,95,46,8,262,108,0
44,97,230,47,76,41,268,73,51,96,0
75,43,230,46,139,53,66,269,186,129,0
201,81,216,6,252,58,39,57,167,42,0
157,45,102,74,120,267,106,39,197,133,0
223,42,205,4,125,133,245,249,73,96,0
216,216,16,132,59,233,0,55,173,233,0
98,206,56,269,63,273,272,62,246,135,0
271,272,160,154,107,108,96,110,197,158,0
154,259,23,249,111,251,177,85,250,85,0
95,43,82,230,99,63,165,129,82,132,0
141,190,102,46,57,198,48,249,91,231,0
215,143,105,98,249,238,123,162,37,39,0
208,55,147,147,92,256,81,16,106,128,0
251,257,50,215,101,84,176,265,112,5,0
145,163,175,16,42,209,68,140,126,181,0
28,122,260,243,28,45,243,127,271,43,0
11,40,5,274,202,214,257,214,63,134,0
103,126,6,118,200,270,233,68,195,63,0
47,57,186,227,19,195,262,253,188,216,0
104,245,36,206,190,233,160,279,142,39,0
243,114,89,246,151,45,239,77,97,174,0
195,27,32,257,266,14,201,115,198,39,0
266,134,241,98,153,53,160,219,56,63,0
255,252,152,200,203,91,223,115,151,184,0
88,68,30,13,133,49,145,278,51,217,0
222,135,233,77,262,93,270,235,177,260,0
247,129,73,24,58,30,143,256,219,236,0
29,132,168,178,73,231,10,134,107,223,0
51,160,84,41,126,73,3,186,247,202,0
228,33,208,89,23,208,149,78,75,120,0
174,28,237,36,254,228,97,206,180,139,0
51,142,133,251,27,241,212,239,219,134,0
264,111,230,4,224,276,46,63,69,261,0
106,25,268,8,2,181,31,125,49,183,0
55,260,30,47,223,111,167,116,72,10,0
203,253,181,278,145,178,114,141,90,2,0
174,255,16,238,42,203,66,186,69,186,0
125,132,125,78,24,101,164,96,44,84,0
117,54,14,146,57,74,131,208,59,120,0
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
58,23,58,9,9,1,7,23,4,58,1
247,100,236,256,265,251,107,241,278,136,0
149,47,1,114,244,275,156,28,8,249,0
198,86,167,263,73,41,250,257,262,136,0
141,273,128,66,42,259,121,179,132,223,0
117,234,91,272,257,46,96,25,127,89,0
214,119,234,47,99,18,104,279,74,77,0
224,8,87,277,169,71,94,14,117,156,0
176,88,33,61,123,1,250,162,268,36,0
101,128,252,119,258,169,20,154,14,128,0
142,267,252,114,178,191,272,136,122,203,0
208,217,163,24,87,117,248,93,278,92,0
12,214,201,124,68,26,260,1,103,75,0
208,7,187,175,278,28,109,27,231,41,0
227,118,221,14,234,259,130,93,96,73,0
155,86,45,165,112,146,27,191,211,36,0
271,138,66,73,147,156,11,184,257,21,0
163,165,190,117,74,175,48,38,279,169,0
181,161,28,214,266,268,214,205,37,249,0
147,268,184,242,231,97,211,263,157,36,0
164,266,247,0,133,26,75,224,194,132,0
58,158,165,113,29,166,208,112,126,42,0
270,267,184,223,167,31,92,52,71,61,0
186,226,89,101,152,239,221,35,250,237,0
195,25,198,200,50,36,114,52,186,155,0
261,92,50,266,78,191,23,269,37,245,0
106,207,229,248,101,179,58,270,210,217,0
36,130,167,162,264,266,266,55,176,275,0
260,35,278,112,253,258,170,162,237,65,0
69,137,210,188,138,121,163,158,200,136,0
248,155,182,259,131,274,252,176,23,246,0
121,191,27,76,38,33,123,166,71,26,0
228,238,49,204,130,118,165,192,40,100,0
111,273,250,92,251,68,170,93,253,31,0
30,77,171,43,67,24,1,52,72,260,0
209,61,185,168,157,112,101,75,186,83,0
47,256,179,39,126,199,271,129,41,191,0
104,203,27,112,233,157,246,29,155,277,0
71,174,220,118,230,227,28,172,177,141,0
277,253,276,263,167,219,223,9,198,143,0
27,37,273,175,138,10,207,40,90,214,0
199,39,78,97,52,168,274,164,259,114,0
88,88,115,266,52,244,264,259,88,94,0
220,8,45,2,267,224,95,160,9,120,0
83,152,138,102,71,136,53,25,262,134,0
134,230,79,34,231,142,82,187,66,195,0
118,209,197,49,1,122,59,209,45,198,0
131,112,12,245,167,31,96,249,204,276,0
80,190,136,229,11,189,61,5,138,176,0
24,190,142,56,246,246,86,10,156,95,0
250,168,74,142,185,59,267,278,83,158,0
243,101,4,222,254,187,6,62,161,122,0
169,32,127,57,266,149,258,123,109,180,0
180,69,40,217,112,45,102,29,170,206,0
221,212,40,167,141,244,20,211,173,169,0
23,107,67,213,123,144,127,117,205,237,0
